timestamp_ms,speed,latitude,longitude,total_time_ms,Distance,Lap
1760239667193 ,16.68599956,36.53069305,140.2324677,91600,651.3425923,1
1760239667693 ,17.61299953,36.53072357,140.2324677,92050,654.7362661,1
1760239668190 ,17.61299953,36.53072357,140.2324677,92500,654.7362661,1
1760239668730 ,18.53999951,36.5307579,140.2324677,93000,658.5535932,1
1760239669211 ,18.53999951,36.5307579,140.2324677,93450,658.5535932,1
1760239669692 ,17.61299953,36.53078842,140.2324677,93900,661.9472671,1
1760239670214 ,17.61299953,36.53078842,140.2324677,94350,661.9472671,1
1760239670691 ,17.61299953,36.53081894,140.2324677,94850,665.3409409,1
1760239671192 ,17.61299953,36.53081894,140.2324677,95300,665.3409409,1
1760239671693 ,17.61299953,36.53084564,140.2324829,95750,668.605735,1
1760239672211 ,17.61299953,36.53084564,140.2324829,96250,668.605735,1
1760239672710 ,16.68599956,36.53087616,140.2324829,96700,671.9994088,1
1760239673191 ,16.68599956,36.53087616,140.2324829,97150,671.9994088,1
1760239673689 ,16.68599956,36.53090286,140.2324829,97600,674.9683175,1
1760239674189 ,16.68599956,36.53090286,140.2324829,98100,674.9683175,1
1760239674691 ,15.75899958,36.53092957,140.2324982,98550,678.2378479,1
1760239675213 ,15.75899958,36.53092957,140.2324982,99000,678.2378479,1
1760239675710 ,12.97799966,36.53094864,140.2324982,99450,680.3583381,1
1760239676191 ,12.97799966,36.53094864,140.2324982,99950,680.3583381,1
1760239676719 ,13.90499963,36.53097153,140.2324982,100400,682.9035935,1
1760239677192 ,13.90499963,36.53097153,140.2324982,100850,682.9035935,1
1760239677678 ,13.90499963,36.53100204,140.2324982,101300,686.2961554,1
1760239678192 ,13.90499963,36.53100204,140.2324982,101800,686.2961554,1
1760239678689 ,12.97799966,36.53102112,140.2325134,102250,688.8152126,1
1760239679178 ,12.97799966,36.53102112,140.2325134,102700,688.8152126,1
1760239679692 ,13.90499963,36.53104782,140.2325134,103200,691.7841212,1
1760239680189 ,13.90499963,36.53104782,140.2325134,103650,691.7841212,1
1760239680689 ,12.05099968,36.53106689,140.2325134,104100,693.9046114,1
1760239681196 ,12.05099968,36.53106689,140.2325134,104600,693.9046114,1
1760239681713 ,12.05099968,36.53108597,140.2325134,105050,696.0262135,1
1760239682191 ,12.05099968,36.53108597,140.2325134,105500,696.0262135,1
1760239682693 ,14.83199961,36.53110886,140.2325134,106000,698.5714689,1
1760239683192 ,14.83199961,36.53110886,140.2325134,106450,698.5714689,1
1760239683693 ,15.75899958,36.53113174,140.2325287,106900,701.459628,1
1760239684190 ,15.75899958,36.53113174,140.2325287,107400,701.459628,1
1760239684691 ,20.39399946,36.53116226,140.2325287,107850,704.8533019,1
